"Country","Category","Flow name","Flow code","Flow unit","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Germany","Fossil fuels","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6011630","3710483","3125395","5247821","5436534","5807943","7361496","4922249","5935583","7477227","6059747","7037155","10218224","11756184","15575052","12286320","12709948","12135957","10678748","16282526","14057121","13906941","17019753","18242368","25214063","17611891","23771270","24487858","25440331","24404611","25257641","25218483","25108112","25087857"
"Germany","Fossil fuels","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","144113273","155741536","156044234","166733192","164007868","174102318","173417493","182607185","179414075","183724118","192873587","192546190","199121067","211937762","214242787","219097271","212784403","213322667","196939495","204071482","200340225","203409294","212319993","205121982","216485229","216117411","219897940","188014150","189157831","166921934","177390481","177952123","179278346","179166201"
"Germany","Fossil fuels","Material Footprint (RMC)","MF","t","589725503","593181049","592028740","616115546","608112510","611368950","632785892","636604068","649288367","682539805","676758045","645755936","645248253","637557452","638138036","660013221","699168440","719366810","726065701","713832404","701367814","574251522","677930523","636444974","606435994","618596442","591914935","568130012","568128438","579585692","556745481","542936819","542785242","580355795","593986217","596957073","608613603","620673030","639846634","594934751","603545246","611252272","597173511","592939598","575744757","532943497","543332676","569559263","594074558","570547289","530095339","564855985","522719170","541042768","540783621"
"Germany","Fossil fuels","Physical Trade Balance","PTB","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","138101643","152031054","152918839","161485371","158571334","168294375","166055997","177684936","173478493","176246891","186813840","185509035","188902843","200181578","198667734","206810950","200074455","201186710","186260747","187788956","186283104","189502353","195300240","186879614","191271165","198505520","196126670","163526293","163717501","142517323","152132839","152733640","154170234","154078344"
"Germany","Fossil fuels","Raw Material Equivalents of exports","RME_EXP","t","100830940","98288978","95072044","91510083","95865657","95585836","93516600","90888518","89065489","89333025","91716573","101752172","102872812","102573929","109042899","110185030","96030132","87775065","88886552","88067653","68199252","61797811","52008357","42371878","40682789","37467582","37526865","40049559","37682999","32191966","41788358","42776950","46203327","48117091","53230501","52200762","54530263","61216195","58631898","50184868","62256778","71767378","80302318","83300299","82131992","83393423","80653407","81288740","72822984","54643547","43264710","26639110","26158968","25901184","25241946"
"Germany","Fossil fuels","Raw Material Equivalents of imports","RME_IMP","t","184438101","190667224","195292410","213788665","207612503","214152642","225225390","236386835","248279557","269388487","263859902","232662654","228876484","227487045","219262099","229049706","264894664","288682880","296878587","294035477","317742336","265792062","398292174","374937442","364554939","385910355","369542418","360385931","374882779","387266248","374425155","362802195","360837769","403332245","420242762","427514254","446867718","458427995","487142744","443539331","467631222","478875330","466823273","472224104","460179079","423904158","440518601","468460633","491860618","487150523","459941827","479182664","438435267","457843911","459784113"
"Germany","Metal ores","Domestic Extraction","DE","t","11699949","10861920","10948704","10611531","9725459","8768361","8365513","8247063","6254183","6633155","6813666","6267982","6011624","5647946","5579020","15591841","14278866","13801034","11811750","11028149","7212004","1129805","2124165","1070022","517555","346202","415445","424098","841710","838629","684661","623186","2179069","1259279","1026577","1111236","936529","746288","456180","364587","451950","894388","846070","630224","725193","503471","907193","770185","492293","764102","624559","638837","650869","662901","662901"
"Germany","Metal ores","Domestic Material Consumption","DMC","t","11699949","10861920","10948704","10611531","9725459","8768361","8365513","8247063","6254183","6633155","6813666","6267982","6011624","5647946","5579020","15591841","14278866","13801034","11811750","11028149","7212004","48864999","50683106","38757524","48586930","50379631","42177530","43911424","52794902","45578323","51295200","44176215","46576877","35373607","44036168","45391542","49363657","53211153","55187639","32427592","49493846","51658918","47026039","48759714","53754769","52569748","52327748","51125343","50030975","46193011","42014052","42107711","42070504","42361444","42094391"
"Germany","Metal ores","Domestic Material Input","DMI","t","11699949","10861920","10948704","10611531","9725459","8768361","8365513","8247063","6254183","6633155","6813666","6267982","6011624","5647946","5579020","15591841","14278866","13801034","11811750","11028149","7212004","75040575","75879920","63213781","74708489","77683271","69443706","75311786","83482120","75566310","84435216","77618444","81460087","69549163","81467293","82859379","91790079","94308818","95398513","63194363","85619603","89987046","83942909","84096931","89148567","88144052","88369111","77563847","75806792","71057607","66360043","67103242","67501553","68184040","68296972"
"Germany","Metal ores","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26175577","25196814","24456257","26121559","27303639","27266176","31400363","30687218","29987987","33140016","33442229","34883210","34175556","37431126","37467838","42426422","41097665","40210875","30766771","36125757","38328128","36916870","35337218","35393798","35574305","36041363","26438504","25775817","24864596","24345991","24995531","25431049","25822595","26202581"
"Germany","Metal ores","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73910771","73755755","62143759","74190934","77337069","69028261","74887689","82640410","74727681","83750555","76995258","79281018","68289883","80440716","81748144","90853551","93562530","94942333","62829776","85167654","89092658","83096839","83466707","88423374","87640581","87461918","76793662","75314499","70293505","65735484","66464404","66850684","67521139","67634071"
"Germany","Metal ores","Material Footprint (RMC)","MF","t","220366302","225530926","229120569","244449482","235027704","222282430","225183617","222114705","225687124","234285771","225443899","197890502","192795490","192361143","191556182","202045040","228814739","240499652","238495295","230037718","242338345","224041000","247609781","239662401","226728610","220904052","206504255","205000154","211846020","218576022","213900932","207435827","188757698","178651295","216564802","198127134","207346647","207333156","195924744","177324734","186819692","188738796","181371640","186868354","186350840","179385113","180763597","191957558","192100088","195139970","194601545","207549969","197593377","204311700","209471646"
"Germany","Metal ores","Physical Trade Balance","PTB","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47735194","48558942","37687502","48069376","50033429","41762085","43487326","51953192","44739694","50610539","43553029","44397808","34114327","43009590","44280306","48427128","52464865","54731459","32063005","49041897","50764530","46179969","48129490","53029576","52066276","51420555","50355158","49538681","45428909","41389493","41468874","41419635","41698543","41431490"
